key,id,lat,lon,tolerance_m
5.686274614:13.64500839:17.64838925:Nekrasovka,7854,55.70345813,37.92636047,10
4.114252782:18.00186335:21.20328703:Juzhnoe Butovo,7855,55.54072853,37.57542535,10
7.676914055:4.365113629:7.393413654:Cheremushki,7856,55.66736093,37.57244255,5
4.424948722:3.772683495:7.926669881:Kuz'minki,7857,55.70303923,37.75982464,5
8.102261411:4.300524776:7.0168337:Koptevo,7858,55.81655065,37.52187936,5
5.30931232:6.753189729:9.532407542:Golovinskoe,7859,55.84518362,37.52398552,25
7.12321525:17.14873672:19.86899739:Poselenie Vnukovskoe,7860,55.63356976,37.33098278,10
9.594328069:19.59907375:22.31969029:Poselenie Vnukovskoe,7861,55.62217743,37.29743038,5
3.23407308:15.19516469:18.06563847:Poselenie Sosenskoe,7862,55.59596454,37.44784544,5
0.335875275:11.94109911:14.78841022:Poselenie Mosrentgen,7863,55.62163733,37.47296091,5
7.512381487:1.972489142:5.005017748:Dorogomilovo,7864,55.73414695,37.50561787,5
4.21013758:5.874270837:8.116728499:Izmajlovo,7865,55.79505173,37.77318589,25
5.627100861:13.57032356:17.5974581:Nekrasovka,7866,55.70139621,37.92451938,25
7.229762565:20.48347571:23.61361442:Poselenie Voskresenskoe,7867,55.52663859,37.50567835,25
5.526073321:8.223039268:11.42024796:Chertanovo Severnoe,7868,55.62722161,37.60511925,5
7.753876083:21.59019241:24.78994806:Poselenie Shherbinka,7869,55.50954076,37.55828294,25
1.744855881:13.92593627:16.72417404:Mitino,7870,55.84512404,37.36375115,5
2.002167253:8.987229685:11.51366607:Jaroslavskoe,7871,55.86810516,37.70558656,5
8.184751973:18.68636518:21.3805548:Poselenie Moskovskij,7872,55.60370931,37.34452435,25
2.498267346:15.69358609:18.72886214:Poselenie Sosenskoe,7873,55.57426652,37.49955426,25
2.498267346:15.69358609:18.72886214:Poselenie Sosenskoe,7874,55.57426652,37.49955426,25
5.002084147:3.137071355:7.290560204:Kuz'minki,7875,55.7062746,37.75148521,5
2.498267346:15.69358609:18.72886214:Poselenie Sosenskoe,7876,55.57426652,37.49955426,25
18.50589736:32.00148048:34.66402734:Staroe Krjukovo,7877,55.98122642,37.19048842,25
8.184751973:18.68636518:21.3805548:Poselenie Moskovskij,7878,55.60370931,37.34452435,25
9.739203187:2.409730915:5.751463011:Nagatinskij Zaton,7879,55.68409868,37.67495806,5
1.494933145:7.081957914:10.11931377:Novogireevo,7880,55.747492,37.81762148,25
6.896591342:3.855867095:7.142393831:Pechatniki,7881,55.68654265,37.71976705,25
5.94690829:14.29822506:18.41892854:Nekrasovka,7882,55.68409664,37.92834663,5
3.613115525:9.495546124:12.83529201:Orehovo-Borisovo Severnoe,7883,55.62309102,37.70738565,5
5.94690829:14.29822506:18.41892854:Nekrasovka,7884,55.68409664,37.92834663,5
2.498267346:15.69358609:18.72886214:Poselenie Sosenskoe,7885,55.57426652,37.49955426,25
1.744855881:13.92593627:16.72417404:Mitino,7886,55.84512404,37.36375115,5
5.627100861:13.57032356:17.5974581:Nekrasovka,7887,55.70139621,37.92451938,25
2.971639777:8.445979697:10.96605923:Losinoostrovskoe,7888,55.86823919,37.67549917,5
5.1883177:2.718381622:6.898463643:Rjazanskij,7889,55.71371225,37.75160553,5
3.073882744:11.37032964:14.54784937:Birjulevo Vostochnoe,7890,55.60130441,37.66707217,5
2.498267346:15.69358609:18.72886214:Poselenie Sosenskoe,7891,55.57426652,37.49955426,25
5.627100861:13.57032356:17.5974581:Nekrasovka,7892,55.70139621,37.92451938,25
4.391346532:7.531627633:9.705942961:Otradnoe,7893,55.86076573,37.61422395,5
1.360069848:13.09816257:15.91946354:Mitino,7894,55.83912486,37.37232387,5
4.503348688:3.423972751:7.604637489:Kuz'minki,7895,55.71061118,37.76139495,5
2.498267346:15.69358609:18.72886214:Poselenie Sosenskoe,7896,55.57426652,37.49955426,25
13.91781463:4.081282595:2.185333005:Tverskoe,7897,55.75396685,37.62036529,5
9.898641999:23.67785532:26.87391765:Poselenie Shherbinka,7898,55.49187102,37.54371713,25
3.657878256:16.74845944:19.71352878:Poselenie Sosenskoe,7899,55.57084586,37.47434388,5
3.642810994:8.522354481:11.12201815:Pokrovskoe Streshnevo,7900,55.82935322,37.45364048,5
12.96915964:2.435271631:0.378889375:Jakimanka,7901,55.72669405,37.60930491,10
2.498267346:15.69358609:18.72886214:Poselenie Sosenskoe,7902,55.57426652,37.49955426,25
0.498230464:10.48321675:13.00616797:Jaroslavskoe,7903,55.87954422,37.71888611,5
7.683392366:17.69172202:20.41225915:Poselenie Vnukovskoe,7904,55.63130432,37.32309478,5
11.43153606:22.36188119:25.03640733:Poselenie Filimonkovskoe,7905,55.57133755,37.32069958,10
8.92290171:2.755519488:4.890844375:Ostankinskoe,7906,55.81756905,37.62532185,5
6.20596053:6.095844829:9.121929899:Cheremushki,7907,55.65340402,37.56077059,10
4.034226748:5.99119916:8.243691151:Izmajlovo,7908,55.79420933,37.77613214,10
5.803071739:6.25772578:9.037038053:Koptevo,7909,55.84117814,37.52738055,25
7.733115283:17.72378605:20.44440121:Poselenie Vnukovskoe,7910,55.63159961,37.32198613,5
9.898641999:23.67785532:26.87391765:Poselenie Shherbinka,7911,55.49187102,37.54371713,25
3.657878256:16.74845944:19.71352878:Poselenie Sosenskoe,7912,55.57084586,37.47434388,5
3.426446247:16.23855824:19.19833965:Poselenie Sosenskoe,7913,55.57883387,37.46500169,10
5.686274614:13.64500839:17.64838925:Nekrasovka,7914,55.70345813,37.92636047,10
1.360069848:13.09816257:15.91946354:Mitino,7915,55.83912486,37.37232387,5
5.236892424:6.824138578:9.602709099:Golovinskoe,7916,55.84587237,37.52387625,25
18.18854135:31.69491636:34.32994747:Krjukovo,7917,55.96731485,37.17576206,10
9.417800337:2.915605371:5.208336752:Butyrskoe,7918,55.81826602,37.58722733,25
1.744855881:13.92593627:16.72417404:Mitino,7919,55.84512404,37.36375115,5
2.498267346:15.69358609:18.72886214:Poselenie Sosenskoe,7920,55.57426652,37.49955426,25
10.69830466:0.905818228:1.068753635:Basmannoe,7921,55.76745295,37.67226699,5
7.753876083:21.59019241:24.78994806:Poselenie Shherbinka,7922,55.50954076,37.55828294,25
5.94690829:14.29822506:18.41892854:Nekrasovka,7923,55.68409664,37.92834663,5
5.686274614:13.64500839:17.64838925:Nekrasovka,7924,55.70345813,37.92636047,10
18.18854135:31.69491636:34.32994747:Krjukovo,7925,55.96731485,37.17576206,10
2.498267346:15.69358609:18.72886214:Poselenie Sosenskoe,7926,55.57426652,37.49955426,25
5.627100861:13.57032356:17.5974581:Nekrasovka,7927,55.70139621,37.92451938,25
8.184751973:18.68636518:21.3805548:Poselenie Moskovskij,7928,55.60370931,37.34452435,25
6.742900374:4.140631454:6.861497767:Lomonosovskoe,7929,55.68314379,37.53628781,5
1.744855881:13.92593627:16.72417404:Mitino,7930,55.84512404,37.36375115,5
4.029774828:5.767491159:8.810868592:Mozhajskoe,7931,55.72631802,37.44668036,5
3.657878256:16.74845944:19.71352878:Poselenie Sosenskoe,7932,55.57084586,37.47434388,5
4.434626901:6.561101266:9.284762438:Obruchevskoe,7933,55.66580292,37.51261635,5
7.371716114:20.62407272:23.75338812:Poselenie Voskresenskoe,7934,55.52564818,37.50405058,25
3.613115525:9.495546124:12.83529201:Orehovo-Borisovo Severnoe,7935,55.62309102,37.70738565,5
1.360069848:13.09816257:15.91946354:Mitino,7936,55.83912486,37.37232387,5
8.184751973:18.68636518:21.3805548:Poselenie Moskovskij,7937,55.60370931,37.34452435,25
2.498267346:15.69358609:18.72886214:Poselenie Sosenskoe,7938,55.57426652,37.49955426,25
8.184751973:18.68636518:21.3805548:Poselenie Moskovskij,7939,55.60370931,37.34452435,25
2.498267346:15.69358609:18.72886214:Poselenie Sosenskoe,7940,55.57426652,37.49955426,25
3.36197344:16.42176334:19.38591349:Poselenie Sosenskoe,7941,55.57387618,37.47521974,5
7.364007197:20.85237171:24.02875204:Poselenie Shherbinka,7942,55.51939904,37.53074888,50
5.686274614:13.64500839:17.64838925:Nekrasovka,7943,55.70345813,37.92636047,10
1.744855881:13.92593627:16.72417404:Mitino,7944,55.84512404,37.36375115,5
5.627100861:13.57032356:17.5974581:Nekrasovka,7945,55.70139621,37.92451938,25
13.91781463:4.081282595:2.185333005:Tverskoe,7946,55.75396685,37.62036529,5
9.161803867:22.83351439:26.02297611:Poselenie Shherbinka,7947,55.50011875,37.5377145,10
2.498267346:15.69358609:18.72886214:Poselenie Sosenskoe,7948,55.57426652,37.49955426,25
3.411881825:15.45350384:18.33758431:Poselenie Sosenskoe,7949,55.59342476,37.44735351,5
2.498267346:15.69358609:18.72886214:Poselenie Sosenskoe,7950,55.57426652,37.49955426,25
4.932971608:6.914310425:9.081562156:Otradnoe,7951,55.85521317,37.61746439,5
5.94690829:14.29822506:18.41892854:Nekrasovka,7952,55.68409664,37.92834663,5
2.047519473:10.29876862:12.96388536:Zapadnoe Degunino,7953,55.87860969,37.51920455,5
5.686274614:13.64500839:17.64838925:Nekrasovka,7954,55.70345813,37.92636047,10
1.320510341:9.624111544:12.14747214:Jaroslavskoe,7955,55.87256736,37.71301653,5
3.613115525:9.495546124:12.83529201:Orehovo-Borisovo Severnoe,7956,55.62309102,37.70738565,5
7.364007197:20.85237171:24.02875204:Poselenie Shherbinka,7957,55.51939904,37.53074888,50
12.917277:2.077069013:0.030989055:Meshhanskoe,7958,55.77307287,37.63273626,5
5.30931232:6.753189729:9.532407542:Golovinskoe,7959,55.84518362,37.52398552,25
5.94690829:14.29822506:18.41892854:Nekrasovka,7960,55.68409664,37.92834663,5
8.439808391:22.23813665:25.43592576:Poselenie Shherbinka,7961,55.50424813,37.55144491,25
18.18854135:31.69491636:34.32994747:Krjukovo,7962,55.96731485,37.17576206,10
2.498267346:15.69358609:18.72886214:Poselenie Sosenskoe,7963,55.57426652,37.49955426,25
7.753876083:21.59019241:24.78994806:Poselenie Shherbinka,7964,55.50954076,37.55828294,25
11.69562707:22.015163:24.72340821:Poselenie Filimonkovskoe,7965,55.59189695,37.29164873,25
0.887972509:6.983378846:11.08851852:Vyhino-Zhulebino,7966,55.70791781,37.81979267,10
1.744855881:13.92593627:16.72417404:Mitino,7967,55.84512404,37.36375115,5
8.576829005:0.927264303:3.216363867:Lefortovo,7968,55.7712018,37.70631673,25
1.360069848:13.09816257:15.91946354:Mitino,7969,55.83912486,37.37232387,5
2.489942245:15.67545385:18.75155555:Poselenie Sosenskoe,7970,55.57108865,37.51259437,10
3.796611598:17.48281447:20.67868189:Juzhnoe Butovo,7971,55.54652518,37.56158875,25
9.574443389:19.58512313:22.30573273:Poselenie Vnukovskoe,7972,55.62140042,37.2986623,5
5.94690829:14.29822506:18.41892854:Nekrasovka,7973,55.68409664,37.92834663,5
3.23407308:15.19516469:18.06563847:Poselenie Sosenskoe,7974,55.59596454,37.44784544,5
12.62259315:24.09132116:26.73883897:Poselenie Filimonkovskoe,7975,55.55055971,37.32249761,10
7.841441745:4.414029973:6.613950267:Marfino,7976,55.83200424,37.59306791,5
2.498267346:15.69358609:18.72886214:Poselenie Sosenskoe,7977,55.57426652,37.49955426,25
2.697193836:10.60581316:13.30014985:Severnoe Tushino,7978,55.85510038,37.44851652,5
3.657878256:16.74845944:19.71352878:Poselenie Sosenskoe,7979,55.57084586,37.47434388,5
13.99401182:2.612312432:0.226719886:Tverskoe,7980,55.76879789,37.60021674,5
1.202210361:9.235180238:12.3024232:Strogino,7981,55.79375204,37.3986703,10
13.91781463:4.081282595:2.185333005:Tverskoe,7982,55.75396685,37.62036529,5
3.657878256:16.74845944:19.71352878:Poselenie Sosenskoe,7983,55.57084586,37.47434388,5
8.184751973:18.68636518:21.3805548:Poselenie Moskovskij,7984,55.60370931,37.34452435,25
7.12321525:17.14873672:19.86899739:Poselenie Vnukovskoe,7985,55.63356976,37.33098278,10
11.43153606:22.36188119:25.03640733:Poselenie Filimonkovskoe,7986,55.57133755,37.32069958,10
5.686274614:13.64500839:17.64838925:Nekrasovka,7987,55.70345813,37.92636047,10
1.744855881:13.92593627:16.72417404:Mitino,7988,55.84512404,37.36375115,5
3.657878256:16.74845944:19.71352878:Poselenie Sosenskoe,7989,55.57084586,37.47434388,5
4.686661597:4.385391743:8.372803433:Tekstil'shhiki,7990,55.69213641,37.75449186,5
9.42444744:2.092349182:4.318949932:Alekseevskoe,7991,55.81182474,37.63782061,25
2.498267346:15.69358609:18.72886214:Poselenie Sosenskoe,7992,55.57426652,37.49955426,25
4.580984551:5.513298241:7.749195652:Izmajlovo,7993,55.79432014,37.76740225,25
1.744855881:13.92593627:16.72417404:Mitino,7994,55.84512404,37.36375115,5
3.657878256:16.74845944:19.71352878:Poselenie Sosenskoe,7995,55.57084586,37.47434388,5
5.857299234:15.63336544:18.353802:Novo-Peredelkino,7996,55.65093987,37.33914243,25
3.348633407:4.838149646:9.008177536:Kuz'minki,7997,55.69977121,37.77641537,5
0.227051465:11.02192964:13.76255285:Teplyj Stan,7998,55.63384017,37.46985806,5
7.371716114:20.62407272:23.75338812:Poselenie Voskresenskoe,7999,55.52564818,37.50405058,25
12.31146237:0.456391096:3.291291246:Danilovskoe,8000,55.70054867,37.63361254,5
11.81217012:23.15764169:25.80941527:Poselenie Filimonkovskoe,8001,55.55951347,37.32739482,5
5.628641351:13.59714599:17.57992934:Nekrasovka,8002,55.70392298,37.92561568,5
3.394103957:16.5885702:19.6020456:Poselenie Sosenskoe,8003,55.56934873,37.48525508,10
11.86915869:1.184290033:1.683347834:Donskoe,8004,55.71746522,37.59605014,5
7.364007197:20.85237171:24.02875204:Poselenie Shherbinka,8005,55.51939904,37.53074888,50
4.350261464:17.85214989:21.03553509:Juzhnoe Butovo,8006,55.54466901,37.54689128,5
1.360069848:13.09816257:15.91946354:Mitino,8007,55.83912486,37.37232387,5
5.94690829:14.29822506:18.41892854:Nekrasovka,8008,55.68409664,37.92834663,5
7.229762565:20.48347571:23.61361442:Poselenie Voskresenskoe,8009,55.52663859,37.50567835,25
4.434626901:6.561101266:9.284762438:Obruchevskoe,8010,55.66580292,37.51261635,5
8.184751973:18.68636518:21.3805548:Poselenie Moskovskij,8011,55.60370931,37.34452435,25
2.489942245:15.67545385:18.75155555:Poselenie Sosenskoe,8012,55.57108865,37.51259437,10
5.94690829:14.29822506:18.41892854:Nekrasovka,8013,55.68409664,37.92834663,5
18.18854135:31.69491636:34.32994747:Krjukovo,8014,55.96731485,37.17576206,10
5.94690829:14.29822506:18.41892854:Nekrasovka,8015,55.68409664,37.92834663,5
8.184751973:18.68636518:21.3805548:Poselenie Moskovskij,8016,55.60370931,37.34452435,25
2.498267346:15.69358609:18.72886214:Poselenie Sosenskoe,8017,55.57426652,37.49955426,25
5.94690829:14.29822506:18.41892854:Nekrasovka,8018,55.68409664,37.92834663,5
5.94690829:14.29822506:18.41892854:Nekrasovka,8019,55.68409664,37.92834663,5
1.744855881:13.92593627:16.72417404:Mitino,8020,55.84512404,37.36375115,5
5.94690829:14.29822506:18.41892854:Nekrasovka,8021,55.68409664,37.92834663,5
10.71842395:1.776019885:1.573061912:Juzhnoportovoe,8022,55.7285896,37.66767781,5
2.498267346:15.69358609:18.72886214:Poselenie Sosenskoe,8023,55.57426652,37.49955426,25
5.94690829:14.29822506:18.41892854:Nekrasovka,8024,55.68409664,37.92834663,5
2.489942245:15.67545385:18.75155555:Poselenie Sosenskoe,8025,55.57108865,37.51259437,10
0.976952462:11.30489302:14.00118971:Poselenie Moskovskij,8026,55.65130518,37.42590812,25
6.254029699:6.309388848:8.985515706:Vojkovskoe,8027,55.82651864,37.49506937,10
7.364007197:20.85237171:24.02875204:Poselenie Shherbinka,8028,55.51939904,37.53074888,50
5.628641351:13.59714599:17.57992934:Nekrasovka,8029,55.70392298,37.92561568,5
7.229762565:20.48347571:23.61361442:Poselenie Voskresenskoe,8030,55.52663859,37.50567835,25
7.37147572:4.808008363:7.859194278:Cheremushki,8031,55.66312051,37.57161408,5
5.94690829:14.29822506:18.41892854:Nekrasovka,8032,55.68409664,37.92834663,5
7.865044934:5.346511434:8.537648962:Zjuzino,8033,55.65399982,37.59161988,5
3.22336959:6.726518141:9.837714089:Kuncevo,8034,55.73874208,37.42644985,5
2.372645565:8.309333329:10.50520849:Gol'janovo,8035,55.81393102,37.7976335,25
0.366755362:10.20417047:13.19632027:Strogino,8036,55.81066171,37.39489433,10
9.483785514:0.57638318:3.787381417:Presnenskoe,8037,55.75380948,37.52253177,25
12.36261378:2.906341005:0.169482234:Arbat,8038,55.7497559,37.57962896,25
12.69348433:24.16130053:26.80908599:Poselenie Filimonkovskoe,8039,55.5502303,37.32153599,10
3.657878256:16.74845944:19.71352878:Poselenie Sosenskoe,8040,55.57084586,37.47434388,5
7.753876083:21.59019241:24.78994806:Poselenie Shherbinka,8041,55.50954076,37.55828294,25
3.347698406:16.41828265:19.38286891:Poselenie Sosenskoe,8042,55.57371549,37.47590924,5
5.698136962:2.230202038:6.411145215:Tekstil'shhiki,8043,55.714171,37.74339946,5
7.371716114:20.62407272:23.75338812:Poselenie Voskresenskoe,8044,55.52564818,37.50405058,25
5.686274614:13.64500839:17.64838925:Nekrasovka,8045,55.70345813,37.92636047,10
0.796511868:10.69678465:13.22140514:Losinoostrovskoe,8046,55.88750363,37.68711191,5
7.192145184:5.151636974:8.232115115:Cheremushki,8047,55.65940752,37.5725258,5
5.628641351:13.59714599:17.57992934:Nekrasovka,8048,55.70392298,37.92561568,5
0.976952462:11.30489302:14.00118971:Poselenie Moskovskij,8049,55.65130518,37.42590812,25
5.686274614:13.64500839:17.64838925:Nekrasovka,8050,55.70345813,37.92636047,10
2.316398001:10.02233214:13.27868248:Brateevo,8051,55.63289458,37.75664214,5
6.675456749:5.80318631:9.134368478:Pechatniki,8052,55.65814062,37.70330589,5
5.628641351:13.59714599:17.57992934:Nekrasovka,8053,55.70392298,37.92561568,5
2.498267346:15.69358609:18.72886214:Poselenie Sosenskoe,8054,55.57426652,37.49955426,25
3.426446247:16.23855824:19.19833965:Poselenie Sosenskoe,8055,55.57883387,37.46500169,10
7.371716114:20.62407272:23.75338812:Poselenie Voskresenskoe,8056,55.52564818,37.50405058,25
1.02156645:12.89334663:15.68976851:Mitino,8057,55.8399868,37.37754066,5
7.753876083:21.59019241:24.78994806:Poselenie Shherbinka,8058,55.50954076,37.55828294,25
12.11472562:2.301037142:0.189294468:Hamovniki,8059,55.7352455,37.58869406,5
7.371716114:20.62407272:23.75338812:Poselenie Voskresenskoe,8060,55.52564818,37.50405058,25
2.498267346:15.69358609:18.72886214:Poselenie Sosenskoe,8061,55.57426652,37.49955426,25
2.498267346:15.69358609:18.72886214:Poselenie Sosenskoe,8062,55.57426652,37.49955426,25
9.510380446:4.03533752:7.226318912:Nagornoe,8063,55.66474219,37.61062657,5
2.498267346:15.69358609:18.72886214:Poselenie Sosenskoe,8064,55.57426652,37.49955426,25
5.94690829:14.29822506:18.41892854:Nekrasovka,8065,55.68409664,37.92834663,5
18.18854135:31.69491636:34.32994747:Krjukovo,8066,55.96731485,37.17576206,10
3.657878256:16.74845944:19.71352878:Poselenie Sosenskoe,8067,55.57084586,37.47434388,5
7.229762565:20.48347571:23.61361442:Poselenie Voskresenskoe,8068,55.52663859,37.50567835,25
19.71444525:33.20766581:35.87411348:Silino,8069,56.00221295,37.19969208,25
8.184751973:18.68636518:21.3805548:Poselenie Moskovskij,8070,55.60370931,37.34452435,25
5.627100861:13.57032356:17.5974581:Nekrasovka,8071,55.70139621,37.92451938,25
3.773190615:4.185237879:8.077223359:Rjazanskij,8072,55.72494678,37.77905663,25
5.857299234:15.63336544:18.353802:Novo-Peredelkino,8073,55.65093987,37.33914243,25
5.627100861:13.57032356:17.5974581:Nekrasovka,8074,55.70139621,37.92451938,25
1.744855881:13.92593627:16.72417404:Mitino,8075,55.84512404,37.36375115,5
13.88540054:3.080255529:0.988908969:Meshhanskoe,8076,55.76475169,37.62145134,5
3.841913298:6.89574706:10.71736205:Ljublino,8077,55.67224669,37.77341107,25
5.94690829:14.29822506:18.41892854:Nekrasovka,8078,55.68409664,37.92834663,5
8.184751973:18.68636518:21.3805548:Poselenie Moskovskij,8079,55.60370931,37.34452435,25
3.657878256:16.74845944:19.71352878:Poselenie Sosenskoe,8080,55.57084586,37.47434388,5
1.360069848:13.09816257:15.91946354:Mitino,8081,55.83912486,37.37232387,5
3.426446247:16.23855824:19.19833965:Poselenie Sosenskoe,8082,55.57883387,37.46500169,10
5.857299234:15.63336544:18.353802:Novo-Peredelkino,8083,55.65093987,37.33914243,25
1.744855881:13.92593627:16.72417404:Mitino,8084,55.84512404,37.36375115,5
5.627100861:13.57032356:17.5974581:Nekrasovka,8085,55.70139621,37.92451938,25
2.498267346:15.69358609:18.72886214:Poselenie Sosenskoe,8086,55.57426652,37.49955426,25
18.18854135:31.69491636:34.32994747:Krjukovo,8087,55.96731485,37.17576206,10
4.744215204:6.528619633:9.045196025:Jaroslavskoe,8088,55.85065356,37.67464075,5
6.079054796:8.290703665:11.39592696:Caricyno,8089,55.62871123,37.6538249,5
18.18854135:31.69491636:34.32994747:Krjukovo,8090,55.96731485,37.17576206,10
5.627100861:13.57032356:17.5974581:Nekrasovka,8091,55.70139621,37.92451938,25
5.94690829:14.29822506:18.41892854:Nekrasovka,8092,55.68409664,37.92834663,5
3.613115525:9.495546124:12.83529201:Orehovo-Borisovo Severnoe,8093,55.62309102,37.70738565,5
0.60927644:10.7974324:13.29081811:Severnoe Medvedkovo,8094,55.88945649,37.67691002,5
2.928937021:9.228121082:12.18811468:Kon'kovo,8095,55.63264879,37.5226737,5
5.686274614:13.64500839:17.64838925:Nekrasovka,8096,55.70345813,37.92636047,10
7.496034318:20.74810154:23.87706278:Poselenie Voskresenskoe,8097,55.5246109,37.50333783,25
7.371716114:20.62407272:23.75338812:Poselenie Voskresenskoe,8098,55.52564818,37.50405058,25
2.805106362:14.99538672:17.81927394:Mitino,8099,55.84823999,37.34676144,10
5.94690829:14.29822506:18.41892854:Nekrasovka,8100,55.68409664,37.92834663,5
4.137048567:17.48017962:20.64167594:Juzhnoe Butovo,8101,55.55120954,37.5273605,50
11.78983056:0.094641233:2.872542264:Savelovskoe,8102,55.79260343,37.5741696,5
8.184751973:18.68636518:21.3805548:Poselenie Moskovskij,8103,55.60370931,37.34452435,25
5.94690829:14.29822506:18.41892854:Nekrasovka,8104,55.68409664,37.92834663,5
5.628641351:13.59714599:17.57992934:Nekrasovka,8105,55.70392298,37.92561568,5
7.229762565:20.48347571:23.61361442:Poselenie Voskresenskoe,8106,55.52663859,37.50567835,25
7.229762565:20.48347571:23.61361442:Poselenie Voskresenskoe,8107,55.52663859,37.50567835,25
7.364007197:20.85237171:24.02875204:Poselenie Shherbinka,8108,55.51939904,37.53074888,50
7.873847661:2.695301591:4.788425376:Preobrazhenskoe,8109,55.79220684,37.71401814,5
6.218716736:7.635096729:10.82369788:Chertanovo Severnoe,8110,55.6324603,37.61142408,5
7.229762565:20.48347571:23.61361442:Poselenie Voskresenskoe,8111,55.52663859,37.50567835,25
8.184751973:18.68636518:21.3805548:Poselenie Moskovskij,8112,55.60370931,37.34452435,25
8.184751973:18.68636518:21.3805548:Poselenie Moskovskij,8113,55.60370931,37.34452435,25
7.683392366:17.69172202:20.41225915:Poselenie Vnukovskoe,8114,55.63130432,37.32309478,5
11.75127656:24.38213408:27.2713964:Poselenie Desjonovskoe,8115,55.52464377,37.37443481,5
1.036283143:11.02826741:13.7989831:Zapadnoe Degunino,8116,55.88029326,37.49645824,25
11.43153606:22.36188119:25.03640733:Poselenie Filimonkovskoe,8117,55.57133755,37.32069958,10
8.184751973:18.68636518:21.3805548:Poselenie Moskovskij,8118,55.60370931,37.34452435,25
18.18854135:31.69491636:34.32994747:Krjukovo,8119,55.96731485,37.17576206,10
5.94690829:14.29822506:18.41892854:Nekrasovka,8120,55.68409664,37.92834663,5
3.613115525:9.495546124:12.83529201:Orehovo-Borisovo Severnoe,8121,55.62309102,37.70738565,5
8.184751973:18.68636518:21.3805548:Poselenie Moskovskij,8122,55.60370931,37.34452435,25
8.184751973:18.68636518:21.3805548:Poselenie Moskovskij,8123,55.60370931,37.34452435,25
8.184751973:18.68636518:21.3805548:Poselenie Moskovskij,8124,55.60370931,37.34452435,25
8.184751973:18.68636518:21.3805548:Poselenie Moskovskij,8125,55.60370931,37.34452435,25
6.73977938:5.895639901:8.204990861:Marfino,8126,55.84496768,37.58064028,10
3.657878256:16.74845944:19.71352878:Poselenie Sosenskoe,8127,55.57084586,37.47434388,5
13.91781463:4.081282595:2.185333005:Tverskoe,8128,55.75396685,37.62036529,5
5.94690829:14.29822506:18.41892854:Nekrasovka,8129,55.68409664,37.92834663,5
7.530632615:18.55493871:21.21260667:Poselenie Moskovskij,8130,55.59260844,37.37005641,5
3.480997326:8.502788911:10.67802351:Otradnoe,8131,55.86947516,37.61322462,5
10.26343322:2.519045798:5.820350483:Nagatino-Sadovniki,8132,55.680877,37.66284657,10
1.628471824:11.83879553:14.50629068:Severnoe Tushino,8133,55.85791229,37.4264186,25
0.32360815:14.21654588:17.41810574:Severnoe Butovo,8134,55.57403551,37.58871917,10
3.412907353:6.467960892:8.741618888:Izmajlovo,8135,55.79225893,37.78623405,5
10.3686562:1.540484132:4.251724058:Ajeroport,8136,55.79905647,37.55318864,5
5.94690829:14.29822506:18.41892854:Nekrasovka,8137,55.68409664,37.92834663,5
2.169199693:11.01821622:13.2701166:Lianozovo,8138,55.89076442,37.57345929,25
11.07290278:2.228320305:1.124990271:Taganskoe,8139,55.73215795,37.66363478,5
4.94162969:3.97973001:6.6828543:Perovo,8140,55.74954166,37.76307933,5
1.036283143:11.02826741:13.7989831:Zapadnoe Degunino,8141,55.88029326,37.49645824,25
3.566585893:9.491550882:11.92034255:Beskudnikovskoe,8142,55.87611981,37.55585957,50
5.608295107:6.701688859:9.472774056:Golovinskoe,8143,55.83750754,37.50507426,5
4.160623051:7.22078972:10.14768236:Kon'kovo,8144,55.65413385,37.5211237,10
19.42986298:32.92209064:35.5900638:Silino,8145,55.98692495,37.17990215,50
1.744855881:13.92593627:16.72417404:Mitino,8146,55.84512404,37.36375115,5
7.370561631:20.60421297:23.72456725:Poselenie Voskresenskoe,8147,55.52820805,37.4921006,25
2.489942245:15.67545385:18.75155555:Poselenie Sosenskoe,8148,55.57108865,37.51259437,10
4.17666682:7.219975726:9.722466125:Babushkinskoe,8149,55.85760814,37.66936731,5
2.489942245:15.67545385:18.75155555:Poselenie Sosenskoe,8150,55.57108865,37.51259437,10
5.628641351:13.59714599:17.57992934:Nekrasovka,8151,55.70392298,37.92561568,5
3.657878256:16.74845944:19.71352878:Poselenie Sosenskoe,8152,55.57084586,37.47434388,5
2.623551257:7.199199399:10.22643069:Mozhajskoe,8153,55.7210247,37.42574411,5
3.309903332:5.745974393:8.272440646:Perovo,8154,55.75717883,37.78942355,5
2.489942245:15.67545385:18.75155555:Poselenie Sosenskoe,8155,55.57108865,37.51259437,10
7.371716114:20.62407272:23.75338812:Poselenie Voskresenskoe,8156,55.52564818,37.50405058,25
1.704869758:15.4820465:18.6825661:Severnoe Butovo,8157,55.56327067,37.57678861,5
3.506601392:8.359372475:10.52160101:Otradnoe,8158,55.86816335,37.61955874,5
5.191636641:7.282752335:10.6035228:Mar'ino,8159,55.64758387,37.7179043,5
2.498267346:15.69358609:18.72886214:Poselenie Sosenskoe,8160,55.57426652,37.49955426,25
2.489942245:15.67545385:18.75155555:Poselenie Sosenskoe,8161,55.57108865,37.51259437,10
8.184751973:18.68636518:21.3805548:Poselenie Moskovskij,8162,55.60370931,37.34452435,25
1.02156645:12.89334663:15.68976851:Mitino,8163,55.8399868,37.37754066,5
